id,incident_date,day_of_week,city,state,description,plan,citation
12898,2018-09-06,thursday ,ambler,pennsylvania,Worker died from hyperthermia.,federal,no
12899,2018-09-06,thursday ,bronx,new york,Worker fatally crushed between forklift and shelving.,federal,no
12900,2018-09-06,thursday ,copley,ohio,Worker fatally struck by falling bundle of lumber.,federal,yes
12901,2018-09-06,thursday ,guaynabo,puerto rico,Worker fatally struck by tractor.,state,no
12902,2018-09-06,thursday ,indianapolis,indiana,Worker died in pressurized tank explosion.,state,yes
12903,2018-09-06,thursday ,plaquemine,louisiana,Worker in aerial lifted electrocuted after contacting power line.,federal,yes
12904,2018-09-05,wednesday,ann arbor,michigan,Worker electrocuted by machine.,state,no
12905,2018-09-05,wednesday,england,arkansas,Worker fatally crushed by farm tractor.,federal,yes
12906,2018-09-05,wednesday,maxwell,iowa,Worker fatally crushed by machine.,state,yes
12907,2018-09-04,tuesday  ,ashton,idaho,Worker died in trench collapse.,federal,no
12908,2018-09-04,tuesday  ,fort myers,florida,Worker died in fall through skylight opening.,federal,no
12909,2018-09-04,tuesday  ,northford,connecticut,Worker died in fall from ladder,federal,no
12910,2018-09-03,monday   ,follansbee,west virginia,Worker died of heat exhaustion while working in coke oven.,federal,yes
12911,2018-09-01,saturday ,new york,new york,Worker electrocuted while routing wires.,federal,yes
12912,2018-08-31,friday   ,bode,iowa,Worker died in fall when scissor lift tipped over.,state,yes
12913,2018-08-31,friday   ,lone star,texas,Worker fatally stuck by tank top.,federal,no
12914,2018-08-31,friday   ,naples,florida,Worker died in fall from roof.,federal,yes
12915,2018-08-31,friday   ,north east,pennsylvania,Worker fatally struck by truck.,federal,yes
12916,2018-08-31,friday   ,rockwell,iowa,Worker fatally engulfed in grain bin.,state,yes
12917,2018-08-31,friday   ,russellville,kentucky,Worker fatally struck by pry bar.,state,yes
12918,2018-08-30,thursday ,cincinnati,ohio,Worker fatally struck by falling tree trunk.,federal,yes
12919,2018-08-30,thursday ,jane lew,west virginia,Worker electrocuted by generator.,federal,no
12920,2018-08-30,thursday ,nashville,tennessee,Worker electrocuted by utility pole power lines.,state,no
12921,2018-08-30,thursday ,sapphire,north carolina,Worker died in vehicle collision.,state,yes
12922,2018-08-30,thursday ,tuskegee,alabama,Worker fatally crushed when forklift overturned.,federal,no
12923,2018-08-29,wednesday,lexington,kentucky,Worker died in fall from barn rafter.,state,yes
12925,2018-08-29,wednesday,orlando,florida,Worker died from fall when floor collapsed.,federal,no
12926,2018-08-29,wednesday,waterville,ohio,Worker placing safety barrels on side of road fatally struck by vehicle.,federal,yes
12927,2018-08-28,tuesday  ,bastrop,texas,Worker died when truck rolled down embankment.,federal,yes
12928,2018-08-28,tuesday  ,bolingbrook,illinois,Worker fatally crushed between two trailers.,federal,no
12929,2018-08-28,tuesday  ,concord,new hampshire,Worker died in fall from roof.,federal,yes
12930,2018-08-28,tuesday  ,granby,connecticut,Worker died in fall through bedroom ceiling.,federal,yes
12931,2018-08-28,tuesday  ,hormigueros,puerto rico,Worker electrocuted when zinc plate contacted cable.,state,yes
12932,2018-08-28,tuesday  ,naples,florida,Worker fatally struck by vehicle.,federal,no
12933,2018-08-28,tuesday  ,pamplico,south carolina,Worker fatally struck by metal pipe ejected from concrete pump truck.,state,yes
12934,2018-08-28,tuesday  ,wilmot,arkansas,Worker died after being pulled into combine.,federal,yes
12935,2018-08-27,monday   ,joliet,illinois,Worker fatally struck by steel beam.,federal,yes
12936,2018-08-27,monday   ,salt lake city,utah,Worker electrocuted by energized circuit.,state,no
12937,2018-08-27,monday   ,vernon,california,Worker died in fall from billboard.,state,no
12938,2018-08-26,sunday   ,pompano beach,florida,Worker died in fall from roof.,federal,no
12939,2018-08-25,saturday ,arden,north carolina,Worker trimming tree died in fall.,state,no
12940,2018-08-25,saturday ,foster,rhode island,Worker fatally crushed by log conveyor.,federal,no
12941,2018-08-25,saturday ,north port,florida,Worker died from heat stroke.,federal,yes
12942,2018-08-25,saturday ,parshall,north dakota,Worker died in fall from scissor lift.,federal,yes
12943,2018-08-25,saturday ,pasadena,texas,Worker electrocuted by furnace.,federal,yes
12944,2018-08-25,saturday ,philadelphia,mississippi,Worker fatally shot during robbery.,federal,no
12945,2018-08-24,friday   ,boise,idaho,Worker fatally crushed between hay bales.,federal,no
12946,2018-08-24,friday   ,chicago heights,illinois,Worker fatally crushed under school bus moved by forklift.,federal,yes
12947,2018-08-24,friday   ,east saint louis,illinois,Worker fatally crushed under dumpster.,federal,yes
12948,2018-08-23,thursday ,corvallis,oregon,Worker died after becoming caught in machine arm.,state,no
12949,2018-08-23,thursday ,denver,colorado,Worker died in fall from storage rack.,federal,yes
12950,2018-08-23,thursday ,francitas,texas,Worker died from heat stroke.,federal,yes
12951,2018-08-23,thursday ,ossining,new york,Worker died in a fall from a waste collection truck.,federal,yes
12952,2018-08-23,thursday ,potomac,maryland,Worker fatally struck by falling load.,state,no
12954,2018-08-22,wednesday,barre,vermont,Worker died in stairwell fall.,state,no
12955,2018-08-22,wednesday,calico rock,arkansas,Worker fatally struck by trash dumpster.,federal,yes
12956,2018-08-22,wednesday,cleveland,texas,Worker fatally struck by log being loaded onto truck.,federal,yes
12957,2018-08-22,wednesday,coronado,california,Worker drowned after dive equipment became entangled in rope.,federal,yes
12958,2018-08-22,wednesday,hampton,virginia,Worker died in fall from scaffold.,state,no
12959,2018-08-22,wednesday,hartsdale,new york,Worker fatally struck by truck.,federal,yes
12960,2018-08-22,wednesday,mc lean,virginia,Worker died in fall from roof.,state,yes
12961,2018-08-22,wednesday,spotsylvania,virginia,Worker electrocuted while laying cable.,state,yes
12962,2018-08-21,tuesday  ,erie,pennsylvania,Worker fatally struck by vehicle.,federal,no
12963,2018-08-21,tuesday  ,salinas,california,Worker fatally crushed between truck and loading dock.,state,no
12964,2018-08-21,tuesday  ,sarasota,florida,Worker died after being cut by piece of fiberglass.,federal,yes
12965,2018-08-21,tuesday  ,warren,michigan,Worker died from infection after being cut by falling carbon plate.,state,yes
12966,2018-08-20,monday   ,bakersfield,california,Worker died from heat-related illness.,state,no
12967,2018-08-20,monday   ,frostproof,florida,Worker fatally crushed under rolling truck.,federal,no
12968,2018-08-20,monday   ,kansas city,missouri,Worker fatally struck by falling steel beam.,federal,yes
12969,2018-08-20,monday   ,oaklandon,indiana,Worke fatally shot during robbery.,state,no
12970,2018-08-20,monday   ,river hills,south carolina,Worker died in fall from ladder.,state,yes
12971,2018-08-19,sunday   ,harlingen,texas,Worker died in fall to pavement.,federal,yes
12972,2018-08-18,saturday ,mooresville,indiana,Worker died in fall from tree.,state,yes
12973,2018-08-18,saturday ,new smyrna beach,florida,Worker died in fall from roof.,federal,no
12974,2018-08-17,friday   ,port arthur,texas,Worker asphyxiated inside closed tank.,federal,yes
12975,2018-08-16,thursday ,ainsworth,nebraska,Worker died in fall from tanker trailer platform.,federal,yes
12976,2018-08-16,thursday ,austell,georgia,Worker fatally struck by truck.,federal,yes
12977,2018-08-16,thursday ,burneyville,oklahoma,Worker electrocuted after contacting power line.,federal,yes
12978,2018-08-16,thursday ,la porte,texas,Worker fatally crushed by cargo container that fell from forklift.,federal,yes
12979,2018-08-16,thursday ,lemoore,california,Worker fatally struck by trailer.,state,yes
12980,2018-08-16,thursday ,san jose,california,Worker died in fall to lower level of condominium tower under construction.,state,no
12981,2018-08-15,wednesday,algood,tennessee,Worker fatally struck by part from pressure vessel.,state,yes
12982,2018-08-15,wednesday,bay lake,florida,Worker asphyxiated after falling into underground tank.,federal,no
12983,2018-08-15,wednesday,sedalia,missouri,Worker fatally crushed between concrete silo and ground.,federal,no
12984,2018-08-15,wednesday,upper marlboro,maryland,Worker died in fall through attic floor.,state,yes
12985,2018-08-15,wednesday,westbury,new york,Worker died in fall through unguarded skylight.,federal,no
12987,2018-08-14,tuesday  ,athena,oregon,Worker flagging traffic fatally struck by vehicle.,state,no
12988,2018-08-14,tuesday  ,lincolnton,north carolina,Worker fatally crushed between trailer and wall.,state,yes
12989,2018-08-14,tuesday  ,long beach,california,Worker electrocucted while testing power line in attic.,state,no
12990,2018-08-14,tuesday  ,taylors,south carolina,Worker died in fall from ladder.,state,yes
12991,2018-08-14,tuesday  ,vienna,ohio,Worker died in fall from ramp.,federal,yes
12992,2018-08-13,monday   ,dunwoody,georgia,Worker electrocuted while changing light fixture.,federal,no
12993,2018-08-13,monday   ,lincoln,nebraska,Worker fatally struck by falling load from dozer bucket.,federal,no
12994,2018-08-13,monday   ,murphy,north carolina,Worker fatally struck by skid-steer loader.,state,yes
12995,2018-08-13,monday   ,new bremen,ohio,Worker fatally crushed between two forklifts.,federal,no
12996,2018-08-13,monday   ,pine knot,kentucky,Worker fatally crushed when lawn mower overturned.,federal,yes
12997,2018-08-13,monday   ,potter valley,california,Worker fatally struck by tree.,state,no
12998,2018-08-12,sunday   ,andover,kansas,Worker in trench fatally struck by falling concrete post.,federal,yes
12999,2018-08-10,friday   ,san francisco,california,Worker fatally crushed between steel beams and railway tracks.,state,no
13000,2018-08-10,friday   ,san luis obispo,california,Worker died in tractor collision.,state,no
13001,2018-08-10,friday   ,staten island,new york,Worker died after being cut by saw blade.,federal,yes
13002,2018-08-10,friday   ,thornton,california,Worker fatally struck by falling steel pipe.,state,no
13003,2018-08-09,thursday ,batavia,illinois,Worker died from complications after striking knee on table.,federal,no
13004,2018-08-09,thursday ,las vegas,nevada,Worker fatally crushed by material elevator.,state,yes
13005,2018-08-09,thursday ,lyons,oregon,Worker died from exertion.,state,no
13006,2018-08-09,thursday ,scranton,north dakota,Worker fatally crushed between bucket loader and trailer.,federal,yes
13007,2018-08-09,thursday ,sheboygan,wisconsin,Worker fatally struck by machine.,federal,yes
13008,2018-08-09,thursday ,white bluff,tennessee,Worker died in fall through roof.,state,yes
13009,2018-08-08,wednesday,breaux bridge,louisiana,Worker asphyxiated after becoming engulfed in sand hopper.,federal,yes
13010,2018-08-08,wednesday,delavan,wisconsin,Worker trimming tree died while sudpended from rope after fall.,federal,no
13011,2018-08-08,wednesday,frisco,texas,Worker died in fall from scaffold.,federal,yes
13012,2018-08-08,wednesday,philadelphia,pennsylvania,Worker died in fall from scaffold.,federal,yes
13013,2018-08-08,wednesday,tillson,new york,Worker fatally crushed when lawnmower fell over retaining wall.,federal,yes
13014,2018-08-08,wednesday,waterloo,iowa,Worker died in fall from ladder.,state,yes
13016,2018-08-07,tuesday  ,chesapeake,virginia,Worker died in fall through skylight.,state,no
13017,2018-08-07,tuesday  ,coon valley,wisconsin,Worker fatally struck by drill head.,federal,yes
13018,2018-08-07,tuesday  ,delano,california,Worker died in vehicle collision.,state,no
13019,2018-08-07,tuesday  ,east providence,rhode island,Worker cleaning brick died of heat stress.,federal,yes
13020,2018-08-07,tuesday  ,lexington,kentucky,Worker fatally struck by lawn mower.,state,yes
13021,2018-08-07,tuesday  ,middletown,new york,Worker died in fall from aerial bucket.,federal,yes
13022,2018-08-07,tuesday  ,orchard hill,georgia,Worker died in chemical flash fire.,federal,yes
13023,2018-08-07,tuesday  ,south elgin,illinois,Worker electrocuted by exposed wire.,federal,yes
13024,2018-08-06,monday   ,eagle,idaho,Worker fatally struck by car.,federal,yes
13025,2018-08-06,monday   ,fort worth,texas,Worker fatally crushed between two trailers.,federal,no
13026,2018-08-06,monday   ,san francisco,california,Worker performing surveying work found dead from possible heat illness.,state,no
13027,2018-08-06,monday   ,westerville,ohio,Worker died from injuries sustained in trench collapse.,federal,yes
13028,2018-08-04,saturday ,anderson,indiana,Worker fatally struck by truck.,state,yes
13105,2018-07-18,wednesday,healdsburg,california,Worker fatally struck by falling tree.,state,no
13029,2018-08-04,saturday ,detroit,michigan,Worker performing crowd control fatally struck by vehicle.,state,no
13030,2018-08-03,friday   ,orange park,florida,Worker electrocuted while removing power line from a marine dock.,federal,yes
13031,2018-08-03,friday   ,wichita,kansas,Worker died after hydraulic cylinder fell on him.,federal,yes
13032,2018-08-02,thursday ,brooklyn,new york,Worker died from heat stroke.,federal,yes
13033,2018-08-02,thursday ,chester,illinois,Worker fatally struck by falling stonework during demolition.,federal,yes
13034,2018-08-02,thursday ,wilmington,delaware,Worker trimming tree electrocuted after contacting power line.,federal,yes
13035,2018-08-01,wednesday,bonita springs,florida,Worker fatally struck by van.,federal,yes
13036,2018-08-01,wednesday,mims,florida,Worker died from burns in a gas explosion.,federal,yes
13037,2018-07-31,tuesday  ,columbus,nebraska,Worker fatally crushed by falling concrete mold.,federal,no
13038,2018-07-31,tuesday  ,edinburg,virginia,Worker died in fall from horse.,state,no
13039,2018-07-31,tuesday  ,fort gratiot,michigan,Worker fatally struck by vehicle.,state,no
13040,2018-07-31,tuesday  ,monahans,texas,Worker fatally struck by valve that blew off well head.,federal,yes
13041,2018-07-31,tuesday  ,paradise valley,arizona,Worker died afted tripping outside of guard shed.,state,no
13042,2018-07-31,tuesday  ,randolph,massachusetts,Worker electrocuted by welding machine.,federal,yes
13043,2018-07-31,tuesday  ,west chester,ohio,Worker died in fall from wall opening.,federal,yes
